text,label
" SARS, for instance, was transmitted from civet cats to humans while MERS moved to humans from a type of camel",pos
Saline solution kills China coronavirus,neg
"the virus did not come from nature, but was man-made in a lab.",neg
Hoax circulates online that people wearing shoes indoors triggered hike in COVID-19 cases in Italy,neg
A reduction in infections today should lead to fewer deaths weeks from now.,pos
"By the time a person with coronavirus is hospitalized, their lungs will have experienced fibrosis.",neg
Coronavirus patients will experience a drowning sensation.,neg
Covid 19 was caused by an infected rat biting a student in the Wuhan Institute of Virology in China,neg
"For most people in most locations the risk of catching COVID-19 is still low. However, there are now places around the world (cities or areas) where the disease is spreading. For people living in, or visiting, these areas the risk of catching COVID-19 is higher. Governments and health authorities are taking vigorous action every time a new case of COVID-19 is identified. Be sure to comply with any local restrictions on travel, movement or large gatherings. Cooperating with disease control efforts will reduce your risk of catching or spreading COVID-19.",pos
"Droplets spread virus. By following good respiratory hygiene you protect the people around you from viruses such as cold, flu and COVID-19.",pos
"Bolsonaro openly attempted to force sub-national governments (both states and municipalities) into revoking the social isolation measures by launching a campaign called ""o Brasil n√£o pode parar"" (Brazil Can't stop), which received massive backlash from both the media and the public and was blocked by a court order.",pos
"Allergies are common in the spring months, and can cause itchy eyes, stuffy nose and sneezing. The common cold can show up with these symptoms and others, such as a low-grade fever or cough. Strep throat is a bacterial illness with symptoms that include a sore throat and fever. COVID-19 shows up most often with fever, shortness of breath and cough.",pos
"chloroquine is a form of treatment for malaria, while its derivative hydroxychloroquine is a form of treatment for lupus or arthritis), however most drugs may cause side effects. Potentially serious side effects from chloroquine or hydroxychloroquine include irregular heartbeats, tinnitus, blurred vision, muscle weakness or ""mental changes"". Overdoses of these drugs have been documented in scientific literature, including fatal overdoses.",pos
How does one safely sterilize/clean a cloth face covering? A washing machine should suffice in properly washing a face covering.,pos
"Stay at least 6 feet between yourself and others, even when you wear a face covering.",pos
"The new coronavirus (2019-nCoV) is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment.",pos
"Trump also remarked that re-purposing existing drugs for COVID-19 is ""safe"" and ""not killing people""",neg
Remember that some people without symptoms may be able to spread virus.,pos
"The time sequence for coronavirus symptoms vary from patient to patient, and not all patients will have a sore throat",pos
Exposing yourself to the sun or to temperatures higher than 25C degrees DOES NOT prevent the coronavirus disease (COVID-19),pos
"Following the lockdown of India, a video clip purporting to show the extremely rare Malabar civet (a critically endangered, possibly extinct species) walking the empty streets of Meppayur went viral on social media.",neg
Place the mask to your face. Pinch the metal strip or stiff edge of the mask so it moulds to the shape of your nose.,pos
Hair dryers can kill the novel coronavirus,neg
Kenneth Copeland can cure the virus directly from his tv studio,neg
Most people have mild illness and are able to recover at home.,pos
"a pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.",neg
"the widely circulated video contains unrelated footage of a Chinese travel vlogger, Wang Mengyun, eating bat soup in the island country of Palau in 2016. Wang posted an apology on Weibo,[ in which she said that she had received abuse and threats, and that she had only wanted to showcase Palauan cuisine. The spread of misinformation about bat consumption has been characterized by xenophobic and racist sentiment toward Asians.",pos
Covid 19 was created in a lab,neg
"Everyone should wear a cloth face cover when they have to go out in public, for example to the grocery store or to pick up other necessities.",pos
Cuba has a vaccine called Interferon,neg
Israel found the cure,neg
"there is no evidence from any other respiratory viruses that proves drinking enough water works. Even if it worked at all, which it doesn't, people still breathe in from their nose, not just their mouths,"" Atmar told CNN. ""This would still only protect the mouth and not the nose.""",pos
"According to a survey research conducted by IPSOS, 82% of people in Pakistan believed that performing wuzu/ablution five times a day will keep them protected from contracting Coronavirus. Meanwhile 67% polled believed that jamaat (congregation) cannot infect anyone and 48% people believed that shaking hands cannot infect anyone since it is Sunnah.",neg
"Coronaviruses are a large family of viruses that are common in animals. Occasionally, people get infected with these viruses which may then spread to other people. For example, SARS-CoV was associated with civet cats and MERS-CoV is transmitted by dromedary camels. Possible animal sources of COVID-19 have not yet been confirmed.  ",pos
Shaving your beard prevents,neg
"‚ÄúHaving a runny nose is not expected with COVID-19 infection. Having muscle aches and pains is much more common with influenza. Having a productive cough, coughing up phlegm, can occur with COVID-19 infections, particularly late on, but it‚Äôs not typical with what the early course is.",pos
Polish telecommunications company used quarantine as a cover up to put 100 5G antennas in Gdynia,neg
"FEMA did not block shipments of ventilators to any state. FEMA works with HHS and federal partners to coordinate distribution of medical supplies and personal protective equipment (PPE), from multiple sources including the Strategic National Stockpile, private industry donations, federal interagency allocation, and vendor procurements. These shipments are being sent with prioritization given to the areas with greatest need.",pos
holding one's breath for 10 seconds is an effective self-test for the coronavirus.,neg
Parks in Adra Spain are being fumigated with poison,neg
"If you think a surface may be infected, clean it with simple disinfectant to kill the virus and protect yourself and others. Clean your hands with an alcohol-based hand rub or wash them with soap and water. Avoid touching your eyes, mouth, or nose.",pos
Everyone with Covid 19 dies,neg
"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but don‚Äôt develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.",pos
"Although the risk of severe illness may be different for everyone, anyone can get and spread COVID-19. Everyone has a role to play in slowing the spread and protecting themselves, their family, and their community.",pos
"While Ebright refuted several conspiracy theories regarding the WIV (e.g. bioweapons research, that the virus was engineered), he told BBC China that this did not represent the possibility that the virus can be ""completely ruled out"" from entering the population due to a laboratory accident.",pos
"The Washington Post later published an article debunking the conspiracy theory, citing US experts who explained why the WIV was unsuitable for bioweapon research, that most countries had abandoned bioweapons as fruitless, and that there was no evidence that the virus was genetically engineered.",pos
Constant sex kills coronavirus,neg
Avoid close contact,pos
"Some high-profile Greek medical doctors publicly supported the continuation of practicing Holy Communion, causing a sharp reaction by the Greek Association of Hospital Doctors. Eleni Giamarellou, a professor of infectious diseases at the University of Athens, announced that there was no danger, and that she was accepting communion with faith in God, so she could not become infected.",neg
"The virus is so new and different that it needs its own vaccine. Researchers are trying to develop a vaccine against 2019-nCoV, and WHO is supporting their efforts.",pos
This was a plan from Gate Foundation to increase the Gate‚Äôs wealth,neg
"Although these vaccines are not effective against 2019-nCoV, vaccination against respiratory illnesses is highly recommended to protect your health.",pos
"COVID-19 virus may be spread by 5G wireless communication is ‚Äújust nonsense, dangerous nonsense as well.",pos
"There is no vaccine for the new coronavirus right now. Scientists have already begun working on one, but developing a vaccine that is safe and effective in human beings will take many months. ",pos
"While the flu and COVID-19 both cause respiratory illness, they are different.",pos
"CBC reporting never claimed the two scientists were spies, or that they brought any version of the coronavirus to the lab in Wuhan",pos
"To date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-nCoV).",pos
"However, those infected with the virus should receive appropriate care to relieve and treat symptoms, and those with severe illness should receive optimized supportive care. Some specific treatments are under investigation, and will be tested through clinical trials. WHO is helping to accelerate research and development efforts with a range or partners.",pos
"Some QAnon proponents, including Jordan Sather, and others, have promoted gargling ""Miracle Mineral Supplement"" (actually bleach) as a way of preventing or curing the disease.",neg
"Wash your hands often with soap and water for at least 20 seconds especially after you have been in a public place, or after blowing your nose, coughing, or sneezing.",pos
"Cloth face coverings should fit snugly but comfortably against the side of the face be secured with ties or ear loops, include multiple layers of fabric, allow for breathing without restriction, be able to be laundered and machine dried without damage or change to shape",pos
"States and cities are responsible for announcing curfews, shelters in place, or other restrictions and safety measures.",pos
Friend/relative at White House said the US is going on total lockdown,neg
Vinegar is more effective than hand sanitizer,neg
Homeland Security is mobilizing the national guard to combat coronavirus 3/20,neg
a scientist at the WIV created the COVID-19 strain responsible for the coronavirus outbreak,neg
taking acetic acid will prevent/cure ,neg
"Bill de Blasio, the mayor of New York City, claimed that it was a mis-perception that the disease ""hangs in the air"" as it ""takes direct person-to-person contact"", ""If you're under 50 and you're healthy, (...) there's very little threat"". ",neg
"If possible, avoid using any kind of public transportation, ridesharing, or taxis.",pos
you have to be with someone for 10 minutes to catch the virus from them,neg
"COVID-19 is spread through respiratoatry droplets when an infected person coughs, sneezes or speaks. People can also be infected by touching a contaminated surface and then their eyes, mouth or nose.",pos
"When someone coughs or sneezes they spray small liquid droplets from their nose or mouth which may contain virus. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person coughing has the disease.",pos
"Perform hand hygiene after touching or discarding the mask ‚Äì Use alcohol-based hand rub or, if visibly soiled, wash your hands with soap and water.",pos
taking colloidal silver will cure,neg
Wearing more than one mask will help prevent the virus,neg
using essential oils will prevent ,neg
"Despite the coronavirus outbreak, on March 9, the Church of Greece announced that the Holy Communion, in which churchgoers eat pieces of bread soaked in wine from the same chalice, would continue as a practice. The Holy Synod stated that the Holy Communion ""cannot be the cause of the spread of illness"", with Metropolitan Seraphim saying that the wine was without blemish because it represented the blood and body of Christ, and that ""whoever attends Holy Communion is approaching God, who has the power to heal""",neg
"In February 2020, The Financial Times quoted virus expert and global co-lead coronavirus investigator Trevor Bedford: ""There is no evidence whatsoever of genetic engineering that we can find"", and ""The evidence we have is that the mutations [in the virus] are completely consistent with natural evolution"".",pos
Covid 19 only affects the elderly,neg
"Another televangelist, Kenneth Copeland, claimed on Victory Channel during a programme called ""Standing Against Coronavirus"", that he can cure television viewers of COVID-19 directly from the TV studio. The viewers had to touch the television screen to receive the spiritual healing.",neg
The virus is thought to spread mainly from person-to-person. Recent studies indicate that people who are infected but do not have symptoms likely also play a role in the spread of COVID-19.,pos
"which claimed vibrations from clapping, blowing conch shells as part of Sunday's Janata Curfew would have reduced or destroyed coronavirus potency as it was ‚ÄòAmavasya‚Äô, the darkest day of the month.",neg
"COVID-19, as well as SARS and the swine flu virus, were deliberately created and spread by the US to sell vaccines against these diseases, and it is ""part of an economic and psychological war waged by the US against China with the aim of weakening it and presenting it as a backward country and a source of diseases""",neg
"Despite the empty parking lots, many hospitals in New York City and other places experienced thousands of COVID-19-related hospitalizations.",pos
"Self-quarantine involves: Using standard hygiene and washing hands frequently, Not sharing things like towels and utensils, Staying at home, Not having visitors, Staying at least 6 feet away from other people in your household, Once your quarantine period has ended, if you do not have symptoms, follow your doctor‚Äôs instructions on how to return to your normal routine.",pos
"Although older people and those who are immunosuppressed are at greatest risk for complications, younger Americans can have complications from COVID-19.",pos
"COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019.",pos
FEMA and Customs Border Patrol (CBP) are working together to prevent fraud when PPE and medical supplies enter the United States from overseas.  PPE being distributed internally within the United States is not being seized or re-routed by FEMA. Reports of FEMA seizing or re-routing supplies are FALSE.,pos
"March 12, Ayatollah Khamenei falsely claimed that there is evidence that COVID-19 might be a ‚Äúbiological attack.‚Äù",neg
"New Democracy MP Elena Rapti also said that she was going and that if there was deep faith, the Communion was healing. The Church furthermore refused to restrict Christians from taking the Holy Communion. In public statements, several clerics urged worshippers to continue taking part in the Holy Communion, justifying it by saying that Jesus never got sick,[190] while the Bishop of Piraeus Seraphim announced that only those who took part in masses without true faith could be affected.There were furthermore reports that the CoVid 19 hotline was informing concerned believers that there was no risk of contagion at the sacrament.",neg
Covid 19 leaked from the Wuhan Institute of Virology in China,neg
Cover your mouth and nose with a cloth face cover when around others,pos
"Stay connected while staying away. It is very important to stay in touch with friends and family that don‚Äôt live in your home. Call, video chat, or stay connected using social media. Everyone reacts differently to stressful situations and having to socially distance yourself from someone you love can be difficult. Read tips for stress and coping.",pos
"If soap and water are not readily available, use a hand sanitizer that contains at least 60% alcohol. Cover all surfaces of your hands and rub them together until they feel dry.",pos
Wuhan and Diamond Princess outbreaks were directly caused by electromagnetic fields and the introduction of 5G and wireless technologies,neg
A bovine vaccine can be used to inoculate people against coronavirus,neg
Lemon and bicarbonate kill the virus,neg
There is a possibility for some animals to become infected through close contact with infected humans. Further evidence is needed to understand if animals and pets can spread the disease;,pos
"Hand dryers are not effective in killing the 2019-nCoV. To protect yourself against the new coronavirus, you should frequently clean your hands with an alcohol-based hand rub or wash them with soap and water. Once your hands are cleaned, you should dry them thoroughly by using paper towels or a warm air dryer.",pos
Antibiotics are effective in preventing and treating the SARS-CoV-2 virus,neg
It‚Äôs important to evaluate these treatments in ways that give us knowledge as opposed to throwing around all different kinds of treatments in a sloppy way that doesn‚Äôt advance our way to care for people.,pos
silver-infused toothpaste will kill the virus,neg
"This led the FDA to state that drug chloroquine had not approved any drugs or therapies for COVID-19. While Trump claimed that ""we're going to be able to make that drug available almost immediately"", the leader of the FDA stated that the drug would still need to be tested in a ""large, pragmatic clinical trial"" on subjects infected with COVID-19.",pos
"In February 2020, Mar√≠a Alejandra D√≠az, a member of the Venezuelan Constituent Assembly, promoted a recipe that she claimed would cure COVID-19. The recipe consisted of ingredients often purported to prevent and cure colds, including lemon grass, elder, ginger, black pepper, lemon and honey. D√≠az also described the virus as a bioterrorism weapon.",neg
"after Trump attended a discussion where his senior health official Anthony Fauci told him this process would take ""a year to a year and a half"" (at a minimum, Fauci later said).",pos
"Conservative political commentator Rush Limbaugh said on The Rush Limbaugh Show‚Äî the most popular radio show in the US‚Äîthat the virus was probably ""a ChiCom laboratory experiment"" and that the Chinese were using the virus and the media hysteria surrounding it to bring down Donald Trump",neg
Stories describing inaccurate information about emergency measures:,neg
Pu‚Äôer tea can prevent,neg
"However, if you are hospitalized for the 2019-nCoV, you may receive antibiotics because bacterial co-infection is possible.",pos
Environmental enzymes can prevent,neg
"CDC has guidance for who should be tested, but decisions about testing are at the discretion of state and local health departments and/or individual clinicians.",pos
the decline in cellphone subscriptions nearly 21 million cellphone subscriptions among the three largest cellphone carriers in China is actually attributed to people cancelling phone services as a result of a downturn in the social and economic life during the outbreak,pos
drinking water every 15 minutes will wash virus to the stomach where it will die,neg
"COVID-19 is no worse than other outbreaks, it is just being hyped to hurt Trump",neg
Consider a grocery delivery service.,pos
the virus COVID-19 was known and that a vaccine was already available,neg
Only large gatherings have to be stopped,neg
Qatar knew abut Covid-19 since 2015 and Doha paid billions to China to ‚Äúgrow the virus‚Äù,neg
drinking corona beer will prevent/cure ‚Äì also appears as satire,neg
gargling with salt water will prevent/cure ,neg
"Firstly, there were criteria needed to qualify for a test; recommendations were needed from doctors or health officials to approve testing. Secondly, the lack of test supplies resulted in some being denied tests even though doctors wanted to test them.",pos
"Hands touch many surfaces and can pick up viruses. Once contaminated, hands can transfer the virus to your eyes, nose or mouth. From there, the virus can enter your body and can make you sick.",pos
Cow urine and feces can cure,neg
"Conservative MP Tobias Ellwood, chair of the Defence Select Committee of the UK House of Commons, publicly questioned the role of the Chinese Army's Wuhan Institute for Biological Products and called for the ""greater transparency over the origins of the coronavirus"". It has also been reported that a member of COBRA, a government committee tasked with dealing with crisis, has stated while government intelligence does not dispute that the virus has a zoonotic origin, it also does not discount the idea of a leak from a Wuhan laboratory, saying that ""Perhaps it is no coincidence that there is that laboratory in Wuhan.""",neg
"The main way the disease spreads is through respiratory droplets expelled by someone who is coughing. The risk of catching COVID-19 from someone with no symptoms at all is very low. However, many people with COVID-19 experience only mild symptoms. This is particularly true at the early stages of the disease. It is therefore possible to catch COVID-19 from someone who has, for example, just a mild cough and does not feel ill.  WHO is assessing ongoing research on the period of transmission of COVID-19 and will continue to share updated findings.   ",pos
no evidence implies Africans are more resistant to the virus ,pos
taking steroids will prevent/cure ,neg
Several viral tweets purporting that snorting cocaine would sterilize one's nostrils of the coronavirus spread around Europe and Africa. ,neg
"Frontal view of an individual wearing a cloth face covering. Individual is using two fingers to point to either side of the top of the nose, indicating that the covering fits well in this area.",pos
People in India can resist the coronavirus,neg
Avoiding contact with others and visits to medical facilities will allow these facilities to operate more effectively and help protect you and others from possible COVID-19 and other viruses.,pos
"After use, take off the mask; remove the elastic loops from behind the ears while keeping the mask away from your face and clothes, to avoid touching potentially contaminated surfaces of the mask.",pos
COVID-19 virus can be transmitted in areas with hot and humid climates,pos
US has 40 thousands troops immune to COVID-19 conducting an invasion of Europe,neg
Only people who have tested positive need to stay home and isolate themselves,neg
You could spread COVID-19 to others even if you do not feel sick.,pos
any other respiratory virus people are infected with and many patients with coronavirus have not had nasal infection at all,pos
"Ultra-nationalist politician and leader of the Liberal Democratic Party of Russia, Vladimir Zhirinovsky, claimed on a Moscow radio station that the virus was an experiment by the Pentagon and pharmaceutical companies. ",neg
"There have been reports that scammers are pretending to be the government, contacting people by robocall, text message, email and other outreach. These scammers say they can get people financial help during the COVID-19 pandemic, and then ask for money or personal information, like your Social Security, bank account or credit card number. This is a SCAM. ",pos
There is no corona (virus),neg
"You can be infected by breathing in the virus if you are within 1 metre of a person who has COVID-19, or by touching a contaminated surface and then touching your eyes, nose or mouth before washing your hands.",pos
you can kill the virus by holding a blow dryer up to your nose,neg
Gurgling water and salt will prevent the coronavirus.,neg
"American magazine Foreign Policy said that Xi Jinping's ""political agenda may turn out to be a root cause of the epidemic"" and that his Belt and Road Initiative has ""made it possible for a local disease to become a global menace""",neg
5G mobile networks DO NOT spread COVID-19,pos
Evidence to date actually shows that COVID-19 can be transmitted in all areas. Climate is not a factor.,pos
The overall molecular structure of the virus was found to be distinct from the known coronaviruses and most closely resembles that of viruses of bats and pangolins that were little studied and never known to harm humans.,pos
There is no treatment specifically approved for this virus.,pos
the first person infected may have been a researcher at the institute named Huang Yanling,neg
"Various national and party-held Chinese media heavily advertised an ""overnight research"" report by Wuhan Institute of Virology and Shanghai Institute of Materia Medica, Chinese Academy of Sciences, on how shuanghuanglian, an herb mixture from traditional Chinese medicine (TCM), can effectively inhibit the novel coronavirus. The report has led to a purchase craze of shuanghuanglian.",neg
"Avoid touching your eyes, nose, and mouth with unwashed hands.",pos
"Following the lockdown of India, a video clip purporting to show the extremely rare Malabar civet (a critically endangered, possibly extinct species) walking the empty streets of Meppayur went viral on social media. Experts later identified the civet in the video as actually being the much more common small Indian civet.",pos
"The first human cases of COVID-19 were identified in Wuhan City, China in December 2019. At this stage, it is not possible to determine precisely how humans in China were initially infected with SARS-CoV-2.",pos
"Tencent Epidemic Situation Tracker had briefly showed infected cases and death tolls many times higher of the official figure, citing a Facebook post by 38-year-old Taiwanese beverage store owner Hiroki Lo and an anonymous Taiwanese netizen",neg
"According to Washington Post, the US Republican government members were largely influenced by series of articles by Richard A. Epstein of the Hoover Institution who in series of articles consistently played down the scale of the epidemics, ridiculed the ""panic"" being spread by ""progressives"", made a number of incorrect statements about the SARS-CoV-2 virus, misapplied and misconstrued Darwinian evolutionary theory in regards to the pandemics, and predicted ""about 500 deaths at the end"" of the epidemics.",pos
"‚ÄúDifferences between coronavirus and influenza and more common viruses still in circulation are that we know that the coronavirus binds to receptors in the lower part of the airways, and that accounts for the fact that so frequently, but not always, dry cough along with fever and fatigue are three of the symptoms that are most commonly associated with COVID-19",pos
Pregnant women who have Covid 19 can pass the virus through the placenta to the unborn child,neg
Keep Your Distance to Slow the Spread,pos
Social distancing will lead to dramatic immediate results,neg
Kirkland-brand bath tissue had been contaminated with COVID-19 [sic] due to the item being made in China.,neg
Elderly people in Brazil who are caught wandering outside with have their pensions cancelled by the government,neg
Hand sanitizer does not work,neg
Morel mushrooms increase risk by 200%,neg
"For people who are confirmed to have COVID-19, isolation is appropriate. Isolation is a health care term that means keeping people who are infected with a contagious illness away from those who are not infected. Isolation can take place at home or at a hospital or care facility. Special personal protective equipment will be used to care for these patients in health care settings.",pos
"There is some limited evidence that regularly rinsing nose with saline can help people recover more quickly from the common cold. However, regularly rinsing the nose has not been shown to prevent respiratory infections",pos
"Additionally, he said ‚Äúoptimism bias,‚Äù a general tendency to underestimate personal risks, is another factor.",pos
Shuanghuanglian (Chinese medical herb) can prevent,neg
"Self-isolate by staying at home if you begin to feel unwell, even with mild symptoms such as headache, low grade fever (37.3 C or above) and slight runny nose, until you recover. If it is essential for you to have someone bring you supplies or to go out, e.g. to buy food, then wear a mask to avoid infecting other people.",pos
"Some media outlets, including Daily Mail and RT, as well as individuals, disseminated a video showing a Chinese woman eating a bat, suggesting that it was filmed in Wuhan and connecting it to the outbreak.",neg
"On March 21, Trump addressed a shortage of ventilator supply in the United States, claiming that carmaker companies General Motors (GM) and Ford ""are making them right now"" ",neg
"radio host Alex Jones, who was selling silver-infused toothpaste that he claimed can kill the virus and had been verified by federal officials",neg
"It may be possible that a person can get COVID-19 by touching a surface or object that has the virus on it and then touching their own mouth, nose, or possibly their eyes. This is not thought to be the main way the virus spreads, but we are still learning more about this virus. CDC recommends people practice frequent ‚Äúhand hygiene,‚Äù which is either washing hands with soap or water or using an alcohol-based hand rub. CDC also recommends routine cleaning of frequently touched surfaces.",pos
Maintain at least 1 metre (3 feet) distance between yourself and anyone who is coughing or sneezing. ,pos
"Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing; going to the bathroom; and before eating or",pos
"the virus is a state-supported ""a bioweapon that went rogue""",neg
a British man and others had been cured of coronavirus with whiskey and honey,neg
"Alcohol solutions. Ensure solution has at least 70% alcohol. Other common EPA-registered household disinfectants. Products with EPA-approved emerging viral pathogens are expected to be effective against COVID-19 based on data for harder to kill viruses. Follow the manufacturer‚Äôs instructions for all cleaning and disinfection products (e.g., concentration, application method and contact time, etc.).",pos
"How easily a virus spreads from person-to-person can vary. Some viruses are highly contagious, like measles, while other viruses do not spread as easily. Another factor is whether the spread is sustained, which means it goes from person-to-person without stopping.",pos
Lemon juice with salt is a cure,neg
"Cybersecurity firm Check Point stated there has been a large increase in phishing attacks to lure victims into unwittingly installing a computer virus under the guise of coronavirus-themed emails containing attachments. Cyber-criminals use deceptive domains such as ""cdc-gov.org"" instead of the correct ""cdc.gov"", or even spoof the original domain so it resembles specific websites. Over 4,000 coronavirus-related domains have been registered.",pos
"In this situation, fewer patients would arrive at the hospital each day. There would be a better chance of the hospital being able to keep up with adequate supplies, beds and health care providers to care for them.",pos
National and local authorities will have the most up to date information on the situation in your area. Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also protect you and help prevent spread of viruses and other infections.,pos
Children cannot catch corona virus,neg
"CDC also advises the use of simple cloth face coverings to slow the spread of the virus and help people who may have the virus and do not know it from transmitting it to others.  Cloth face coverings fashioned from household items or made at home from common materials at low cost can be used as an additional, voluntary public health measure.",pos
"The cloth face coverings recommended are not surgical masks or N-95 respirators.  Those are critical supplies that must continue to be reserved for healthcare workers and other medical first responders, as recommended by current CDC guidance.",pos
"While we are still learning about how COVID-2019 affects people, older persons and persons with pre-existing medical conditions (such as high blood pressure, heart disease, lung disease, cancer or diabetes)  appear to develop serious illness more often than others. ",pos
FEMA Seizing Personal Protective Equipment (PPE) Or Re-Routing Medical Supplies When It‚Äôs Delivered To The United States?,neg
"During the recovery process, people with COVID-19 might experience recurring symptoms alternating with periods of feeling better. Varying degrees of fever, fatigue and breathing problems can persist for days or even weeks.",pos
"Several members of the U.S. Senate‚Äîparticularly Richard Burr (R-NC) and Kelly Loeffler (R-GA)‚Äîhave come under scrutiny for sales of large amounts of stocks before the financial markets crashed due to the outbreak, sparking accusations that they had insider knowledge from closed-door briefings, while many of them publicly downplayed the risks posed by the health crisis to the U.S. public. For instance, an audio recording from February 27 revealed that Burr (Senate Intelligence Committee chairman) gave dire warnings to a small group of well-connected constituents in private, contrasted in severity to his public statements and not known to the public, that the virus is ""much more aggressive in its transmission than anything that we have seen in recent history,"" advising against travel to Europe (13 days before official warnings, 15 days before the ban), saying that schools will be likely be closed (16 days before the closure), and suggesting that the military might be mobilized (learned three weeks later from the recording).",pos
"60 Million people in quarantine for a cold!?!  We shouldn‚Äôt worry, right!?!?  You have SOOOO MUCH BLOOD ON YOUR HANDS!  GOD WON‚ÄôT FORGET!!!",neg
Venezuela helicopters are going to spread chemicals against coronavirus,neg
"Keep up to date on the latest COVID-19 hotspots (cities or local areas where COVID-19 is spreading widely). If possible, avoid traveling to places  ‚Äì especially if you are an older person or have diabetes, heart or lung disease.",pos
Sheep head‚Äôs soup is a preventative,neg
Janta curfew in India will break the chain of transmission,neg
Some patients have reported additional coronavirus disease symptoms: Fatigue. Note that some of these symptoms are very common and can occur in many conditions other than COVID-19 (coronavirus disease). ,pos
"The virus then blends into a nasal fluid that enters the trachea and then the lungs, causing pneumonia."" The post also said the virus first infects the throat, which would give patients a sore throat for three to four days before blending into a nasal fluid",neg
"drinking the corona beer causes the virus, even though assumptions have been made along this line in the media and among the public.",neg
Eating onions with salt will cure,neg
The new coronavirus was deliberately created or released by people.,neg
reading the Quran will make you immune,neg
Coronavirus is caused by snakes,neg
Cocaine kills coronavirus,neg
Do not gather in groups,pos
" While Trump promoted chloroquine as a potential ""game changer"", senior health official Anthony Fauci stated that positive results thus far were still based on ""anecdotal evidence"" and not ""definitive"" evidence from clinical trials.",pos
"The most common symptoms in humans include: Cough, Fever, Shortness of breath, Muscle aches, Sore throat, Unexplained loss of taste or smell, Diarrhea, and Headache",pos
"the virus was artificially combined by the US to ""precisely target Chinese people""",neg
"To make a bleach solution, mix: 5 tablespoons (1/3rd cup) bleach per gallon of water OR 4 teaspoons bleach per quart of water Follow manufacturer‚Äôs instructions for application and proper ventilation. Check to ensure the product is not past its expiration date. Never mix household bleach with ammonia or any other cleanser. Unexpired household bleach will be effective against coronaviruses when properly diluted.",pos
"Following reports of reduced pollution levels in Italy as a result of lockdowns, images purporting to show swans and dolphins swimming in Venice canals went viral on social media.",neg
There are laboratory tests that can identify the virus that causes COVID-19 in respiratory specimens. State and local public health departments have received tests from CDC while medical providers are getting tests developed by commercial manufacturers.,pos
"The ‚Äúincubation period‚Äù means the time between catching the virus and beginning to have symptoms of the disease. Most estimates of the incubation period for COVID-19 range from 1-14 days, most commonly around five days. These estimates will be updated as more data become available.",pos
COVID-19 is thought to spread mainly through close contact from person-to-person in respiratory droplets from someone who is infected. People who are infected often have symptoms of illness. Some people without symptoms may be able to spread virus.,pos
drinking water every 15 minutes will prevent coronavirus,neg
Fear and anxiety about COVID-19 can cause people to avoid or reject others even though they are not at risk for spreading the virus.,pos
COVID-19 is a scripted narrative to justify closed borders,neg
China finds a vaccine 3/17,neg
Trump will impose a nationwide mandatory quarantine in 38 to 72 hours 3/16,neg
"Viruses can change over time. Occasionally, a disease outbreak happens when a virus that is common in an animal such as a pig, bat or bird undergoes changes and passes to humans. This is likely how the new coronavirus came to be.",pos
Spread from contact with contaminated surfaces or objects,pos
Covid 19 leaked from a bio-weapons lab in China,neg
"The high-affinity binding of the virus' peplomers to human angiotensin-converting enzyme 2 (ACE2) was shown to be ""most likely the result of natural selection on a human or human-like ACE2 that permits another optimal binding solution to arise"".[40] In case of genetic manipulation, one of the several reverse-genetic systems for betacoronaviruses would probably have been used, while the genetic data irrefutably showed that the virus is not derived from a previously used virus template. ",pos
Drinking water will protect you from the coronavirus,neg
Muslims are selling food contaminated with coronavirus and that a mosque in Patna was sheltering people from Italy and Iran,neg
"If you are a student or parent, talk to your school about options for digital/distance learning.",pos
"The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. See basic protective measures against the new coronavirus for more information.",pos
"In any case, if you have fever, cough and difficulty breathing seek medical care early to reduce the risk of developing a more severe infection and be sure to share your recent travel history with your health care provider.",pos
In USA Helicopters are spraying disinfectants to try to eradicate coronavirus,neg
Eating bananas will prevent,neg
"claiming the pandemic in Taiwan had lost control, the Taiwanese Government had covered up the total number of cases, and that President Tsai Ing-wen had been infected. ",neg
having a pneumonia shot will prevent you from getting the disease,neg
Covid 19 is a Chinese bioweapon,neg
vinegar was more effective than hand sanitiser against the coronavirus.,neg
